G2latitude,G2longitude,G2pressure,G2depth,G2temperature,G2theta,G2salinity,G2sigma0,G2phtsinsitutp,G2silicate,G2nitrate,G2sigma3,G2gamma,G2aou,G2sigma4,G2phosphate,G2sigma1,G2tco2,G2oxygen,G2sigma2,G2fco2,G2talk
-42.749,-174.66,366.2,363,9.914,9.8715,34.748,26.777,7.9654,6.89,17.7,39.86,26.85928984,68.47,44.029,1.19,31.237,2137.2,207.4,35.597,713.03,2291
-42.749,-174.66,414.4,411,9.368,9.3215,34.681,26.817,7.9578,7.3,18.8,39.936,26.90401221,70.812,44.116,1.26,31.289,2140.4,208.5,35.661,738.33,2288.2
-42.749,-174.66,464.3,460,8.845,8.7946,34.612,26.848,7.955,7.87,19.5,40.002,26.94027133,66.994,44.194,1.32,31.332,2142.1,215.7,35.716,754.49,2286.1
-42.749,-174.66,522.8,518,8.413,8.3577,34.571,26.883,7.9509,8.83,20.67,40.067,26.98123046,68.622,44.268,1.39,31.377,2143,216.9,35.771,770.03,2283.5
-42.749,-174.66,631.5,626,7.726,7.662,34.507,26.936,7.9435,10.75,22.44,40.169,27.04261303,75.028,44.384,1.49,31.447,2150,215.1,35.857,797.57,2285.2
-42.749,-174.66,729.8,723,7.119,7.048,34.465,26.991,7.9348,13.99,24.01,40.266,27.10372824,82.674,44.495,1.6,31.517,2156.9,211.6,35.941,826.97,2286.8
-42.749,-174.66,929.2,920,5.796,5.7136,34.42,27.131,7.8925,26.1,27.96,40.501,27.2715458,105.16,44.759,1.87,31.689,2180.4,198.4,36.145,946.54,2291.1
-42.749,-174.66,1129,1117,4.554,4.4628,34.437,27.289,7.8709,45.47,31.11,40.751,27.45185483,130.02,45.037,2.09,31.878,2211.1,182.6,36.365,1032.7,2311.7
-42.749,-174.66,1330.8,1316,4.091,3.9862,34.468,27.364,7.8503,56.86,32.2,40.861,27.53591015,141.04,45.159,2.18,31.966,2227,175.1,36.464,1086.3,2321.6
-42.749,-174.66,1440.7,1424,3.783,3.6717,34.492,27.416,7.8406,64.22,32.91,40.936,27.59706436,147.9,45.241,2.22,32.025,2238.1,170.6,36.531,1115.9,2329.8
-42.749,-174.66,1583.6,1565,3.264,3.146,34.537,27.502,7.834,79.56,33.71,41.062,27.70415224,158.69,45.38,2.3,32.125,2257.2,163.8,36.645,1147.3,2346.8
-42.169,-174.26,43.2,43,15.191,15.184,35.012,25.941,8.0871,1.06,1.31,38.713,25.97600774,-0.81887,42.785,0.26,30.294,2068,247.7,34.55,435.92,2310.4
-42.169,-174.26,97.8,97,12.445,12.432,35.039,26.536,8.0587,1.86,7.56,39.459,26.59684938,18.45,43.579,0.59,30.941,2096.2,242.4,35.248,522.41,2304.8
-42.169,-174.26,148.1,147,11.734,11.715,34.969,26.62,8.0427,2.66,10.08,39.586,26.68617505,25.779,43.719,0.73,31.04,2108.4,239.1,35.361,558.41,2305.1
-42.169,-174.26,198.2,197,11.387,11.362,34.928,26.654,8.0274,3.34,11.33,39.642,26.72298044,31.219,43.781,0.81,31.081,2113.9,235.7,35.409,585.75,2301.8
-42.169,-174.26,246.9,245,11.012,10.982,34.902,26.703,8.007,4.36,13.16,39.714,26.77597158,43.716,43.861,0.92,31.138,2121.8,225.4,35.474,622.96,2298.9
-42.169,-174.26,298.5,296,10.37,10.335,34.799,26.738,7.9777,5.54,15.71,39.791,26.8154177,58.54,43.951,1.07,31.187,2132.3,214.5,35.537,683.84,2293.1
-42.169,-174.26,398.9,395,9.434,9.3891,34.679,26.804,7.9583,7.08,18.42,39.919,26.89055714,66.004,44.099,1.25,31.275,2138.3,212.9,35.646,735.88,2286.4
-42.169,-174.26,497.1,493,8.573,8.5199,34.586,26.87,7.9585,8.47,20.32,40.043,26.96610163,68.466,44.24,1.37,31.36,2142.8,216,35.751,753.82,2287
-42.169,-174.26,598,592,7.861,7.8,34.519,26.926,7.9565,10.47,22.12,40.148,27.03041419,74.506,44.361,1.48,31.433,2148.8,214.7,35.84,772.35,2289.4
-42.169,-174.26,697.8,691,7.099,7.0313,34.463,26.991,7.9384,14.01,24.13,40.267,27.10476386,82.692,44.497,1.61,31.517,2156.9,211.7,35.942,823.06,2287.6
-42.169,-174.26,798.3,791,6.374,6.3004,34.432,27.065,7.9238,19.78,26.35,40.393,27.1926055,94.931,44.639,1.75,31.609,2167.6,204.5,36.051,869.53,2290.5
-42.169,-174.26,897.5,889,5.79,5.7106,34.421,27.132,7.9052,26.58,28,40.502,27.27286684,105.58,44.76,1.88,31.69,2180.3,198,36.146,922.73,2295.1
-42.169,-174.26,998.2,988,5.172,5.0877,34.424,27.209,7.8881,35.31,29.68,40.624,27.36243625,118.05,44.897,1.98,31.782,2196.1,190,36.254,977.85,2303.5
-42.169,-174.26,1097.3,1086,4.58,4.4914,34.43,27.281,7.881,43.93,31.31,40.74,27.44333791,127.92,45.027,2.09,31.869,2209.3,184.5,36.355,1011.1,2313
-42.169,-174.26,1197.5,1185,4.077,3.984,34.462,27.36,7.8762,55.52,32.42,40.857,27.53172183,139.68,45.155,2.18,31.961,2225.3,176.5,36.46,1038.1,2326.8
-42.169,-174.26,1297.9,1284,3.725,3.6267,34.492,27.42,7.8624,65.07,32.98,40.944,27.6033245,148.15,45.25,2.24,32.031,2238.5,170.7,36.538,1079.6,2335.4
-42.169,-174.26,1397.5,1382,3.396,3.2925,34.524,27.478,7.8514,75.33,33.48,41.027,27.67457338,155.87,45.341,2.29,32.097,2252,165.5,36.613,1115.3,2345.4
-42.169,-174.26,1497.1,1480,3.115,3.0061,34.55,27.526,7.851,83.76,34.11,41.096,27.73250154,161.37,45.417,2.32,32.152,2260.9,162.2,36.676,1121.5,2354.5
-42.169,-174.26,1898,1875,2.345,2.212,34.627,27.656,7.8324,109.28,34.99,41.289,27.89098968,175.1,45.629,2.4,32.304,2291.2,154.7,36.848,1172.4,2381.3
-42.169,-174.26,2199.3,2171,2.038,1.8838,34.666,27.713,7.8318,112.69,34.48,41.371,27.96201989,172.82,45.72,2.36,32.37,2290,159.6,36.922,1154.1,2382.6
-42.169,-174.26,2887.9,2846,1.49,1.2837,34.728,27.807,7.8403,105.78,31.81,41.513,28.0961746,143.6,45.877,2.14,32.48,2259.5,193.73,37.049,1071,2361
-41.268,-173.63,747.1,740,7.535,7.4599,34.478,26.943,7.9332,10.21,22.46,40.19,27.05177801,72.414,44.409,1.51,31.459,2151.4,219.1,35.873,814.52,2283.1
-41.268,-173.63,1230.8,1218,4.861,4.7579,34.428,27.25,7.8814,40.42,30.38,40.689,27.40850666,124.05,44.969,2.04,31.831,2202.1,186.4,36.311,985.67,2309
-41.268,-173.63,1432.1,1416,3.872,3.7605,34.484,27.4,7.8582,62.44,32.61,40.914,27.57873335,145.53,45.217,2.22,32.007,2235.4,172.3,36.511,1070.2,2333.3
-41.268,-173.63,1631.3,1612,3.112,2.9918,34.55,27.527,7.8372,84.6,34.12,41.099,27.73419693,161.88,45.42,2.33,32.154,2262.6,161.8,36.678,1143.1,2353.4
-41.268,-173.63,1830,1808,2.688,2.5561,34.596,27.602,7.8201,98.74,34.5,41.208,27.82471437,170.77,45.539,2.38,32.241,2283.4,156.3,36.776,1193.2,2369.8
-41.268,-173.63,2031.3,2006,2.345,2.2006,34.628,27.658,7.8242,109.53,35.05,41.291,27.89316917,176.29,45.631,2.41,32.306,2291.5,153.6,36.85,1179.6,2380.7
-41.268,-173.63,2222.5,2194,2.12,1.9624,34.653,27.696,7.8225,113.88,34.98,41.349,27.94226909,174.79,45.695,2.4,32.351,2296.1,157.01,36.901,1175.3,2386.4
-41.268,-173.63,2414.4,2382,1.93,1.7586,34.682,27.735,7.8167,111.93,34,41.403,27.990773,167.83,45.755,2.34,32.396,2289.1,165.6,36.951,1173.7,2379
-41.268,-173.63,2664.7,2627,1.776,1.5846,34.717,27.777,7.834,106.29,32.55,41.458,28.04159335,154.6,45.814,2.23,32.441,2271.2,180.2,37.001,1102.7,2369.2
-41.268,-173.63,2915.1,2873,1.624,1.4123,34.726,27.797,7.8331,103.5,31.63,41.493,28.07448752,143.04,45.852,2.14,32.467,2261.7,193.2,37.031,1081.5,2361.8
-41.268,-173.63,3206.2,3157,1.347,1.1136,34.725,27.817,7.8291,109.63,31.76,41.537,28.12288579,139.8,45.904,2.14,32.495,2259.8,199,37.068,1072.2,2361.2
-41.268,-173.63,3383.7,3331,1.239,0.99078,34.719,27.82,7.8146,112.29,31.8,41.551,28.13950095,138.38,45.922,2.15,32.502,2260.1,201.5,37.078,1093,2358.5
-40.365,-173.05,2.8,3,19.49,19.49,35.401,25.203,8.0776,0.92,0,37.755,25.21721279,-3.9759,41.76,0.1,29.48,2051.4,231,33.663,376.54,2327.1
-40.365,-173.05,63.9,63,15.832,15.822,35.452,26.137,8.0909,1.56,0.79,38.867,26.17698479,4.9995,42.927,0.22,30.476,2073.2,238.1,34.718,420.95,2327.2
-40.365,-173.05,115.2,114,14.626,14.609,35.363,26.338,8.0573,2.26,5.5,39.134,26.3859052,27.287,43.213,0.49,30.699,2093.4,221.8,34.963,481.05,2320.8
-40.365,-173.05,249,247,13.041,13.007,35.211,26.556,8.0359,2.84,7.9,39.443,26.61436084,28.291,43.551,0.63,30.948,2106,229.2,35.243,534.81,2312.3
-40.365,-173.05,323,320,12.1,12.057,35.051,26.618,8.0104,3.66,10.6,39.563,26.68316122,39.851,43.689,0.8,31.03,2116.5,223,35.344,588.1,2304.6
-40.365,-173.05,428.9,425,10.386,10.335,34.797,26.736,7.9691,5.77,16.05,39.789,26.81391674,63.945,43.949,1.11,31.185,2135.5,209.1,35.535,690.48,2295
-40.365,-173.05,528.9,524,9.129,9.0702,34.645,26.829,7.9538,7.16,18.88,39.966,26.91959581,70.322,44.151,1.29,31.307,2142.6,210.6,35.685,744.88,2289
-40.365,-173.05,631,625,8.132,8.0662,34.537,26.9,7.9488,8.8,20.99,40.105,27.00228401,70.451,44.312,1.42,31.401,2146.1,217,35.802,775.26,2285.7
-40.365,-173.05,750.9,744,7.414,7.3392,34.471,26.954,7.9424,10.51,22.72,40.209,27.06474729,74.426,44.432,1.52,31.473,2152.1,217.9,35.89,801,2286.7
-40.365,-173.05,967,957,6.312,6.2222,34.425,27.07,7.9149,20.49,26.22,40.403,27.19931261,95.689,44.65,1.76,31.615,2171.3,204.3,36.059,877.51,2293.1
-40.365,-173.05,1167.6,1155,5.04,4.9411,34.425,27.226,7.8936,37.2,29.75,40.652,27.38315885,120.51,44.928,2.01,31.803,2201.1,188.6,36.278,958.3,2312.3
-40.365,-173.05,1363.7,1349,4.056,3.9486,34.469,27.369,7.8798,55.72,32.21,40.869,27.54197988,141.53,45.168,2.2,31.972,2228.4,174.9,36.471,1016.9,2333.5
-40.365,-173.05,1565.3,1547,3.261,3.1447,34.534,27.5,7.8263,78.13,33.46,41.06,27.70189996,158.51,45.378,2.33,32.123,2257.7,164,36.643,1168.7,2344.5
-40.365,-173.05,1761.7,1741,2.793,2.6656,34.584,27.583,7.8303,92.51,34.41,41.18,27.80173961,168.41,45.509,2.4,32.219,2277.4,157.8,36.75,1167,2366.6
-40.365,-173.05,1964.5,1940,2.497,2.3562,34.615,27.634,7.8169,102,34.7,41.255,27.86389095,174.85,45.592,2.43,32.278,2290.9,153.8,36.818,1198.8,2377.4
-40.365,-173.05,2163.3,2136,2.292,2.1369,34.634,27.667,7.8208,110.25,34.95,41.306,27.90568601,178.5,45.648,2.46,32.317,2299.1,151.9,36.863,1180.7,2388.9
-40.365,-173.05,2365.9,2335,2.11,1.9398,34.654,27.7,7.8181,113.61,34.73,41.353,27.94608619,175.78,45.7,2.43,32.355,2296.5,156.2,36.906,1172.1,2387.3
-40.365,-173.05,2616.7,2580,1.94,1.75,34.684,27.738,7.8117,110.04,33.774,41.407,27.99363186,165.95,45.758,2.3384,32.398,2282.6,167.54,36.954,1161.7,2373.5
-40.365,-173.05,3163.5,3116,1.567,1.3326,34.73,27.805,7.8411,101.08,31.51,41.507,28.09057773,141.71,45.869,2.15,32.477,2259.4,195.2,37.044,1041,2365.4
-40.365,-173.05,3663.7,3604,1.187,0.9119,34.718,27.825,7.818,110.68,31.51,41.562,28.15328245,134.47,45.935,2.16,32.509,2262,206.1,37.087,1061.7,2365.2
-40.365,-173.05,4165.1,4093,0.969,0.64725,34.709,27.834,7.7886,120.61,32,41.595,28.19587666,135.91,45.974,2.19,32.526,2262.1,207,37.112,1089.7,2361.3
-40.365,-173.05,4581.9,4498,0.948,0.58078,34.707,27.837,7.7645,123.58,31.96,41.602,28.20681448,136.2,45.984,2.2,32.53,2263.8,207.3,37.118,1107.7,2360.6
-39.968,-172.69,4.3,4,19.415,19.414,35.48,25.282,8.0899,0.72,0,37.838,25.29923657,-3.5852,41.842,0.06,29.561,2049,230.8,33.745,365.59,2331.9
-39.512,-172.42,3.7,4,18.834,18.833,35.054,25.106,8.0741,0.98,0,37.696,25.11869109,-4.1009,41.711,0.11,29.396,2045.6,234.4,33.592,388.99,2310.1
-39.512,-172.42,37.8,38,18.862,18.855,35.054,25.1,8.063,0.99,0,37.689,25.1125929,-4.4933,41.704,0.1,29.39,2045.4,234.7,33.585,398.25,2304.3
-39.512,-172.42,66.2,66,14.027,14.018,35.04,26.215,8.1193,1.1,0.07,39.049,26.26004685,-23.303,43.141,0.19,30.589,2059.8,275.9,34.866,418.37,2310.1
-39.512,-172.42,148.9,148,12.712,12.692,35.141,26.564,8.0527,2.05,7.15,39.47,26.62492349,19.577,43.584,0.55,30.963,2099.3,239.7,35.264,522.94,2308.7
-39.512,-172.42,199.1,197,12.337,12.31,35.088,26.598,8.0448,2.51,8.61,39.527,26.66130612,24.212,43.648,0.63,31.005,2105.3,237.2,35.313,539.85,2308.9
-39.512,-172.42,246.4,244,11.787,11.755,35.001,26.637,8.0267,2.97,10.18,39.6,26.70388323,29.899,43.732,0.72,31.055,2112.7,234.7,35.375,575.13,2304.3
-39.512,-172.42,296.2,294,11.053,11.016,34.886,26.684,8.0045,4.1,13.11,39.694,26.75619957,48.248,43.84,0.89,31.119,2121.1,220.7,35.454,622.92,2298
-39.512,-172.42,372.7,370,9.974,9.9306,34.743,26.764,7.9819,5.16,16.14,39.843,26.84488004,57.828,44.011,1.08,31.222,2132.2,217.7,35.581,682.51,2293.1
-39.512,-172.42,498.1,494,8.71,8.6563,34.587,26.85,7.962,6.75,19.6,40.014,26.94414158,66.507,44.209,1.32,31.337,2140.9,217.1,35.725,743.48,2287.2
-39.512,-172.42,599.3,594,8.085,8.0228,34.524,26.897,7.9552,8.12,21.05,40.104,26.99905026,68.257,44.312,1.39,31.399,2144.2,219.5,35.801,766.65,2285.4
-39.512,-172.42,696,690,7.551,7.4812,34.481,26.943,7.9558,10.12,22.49,40.188,27.05059302,72.266,44.407,1.48,31.458,2147.4,219.1,35.872,774.9,2287.1
-39.512,-172.42,896.8,888,6.46,6.3762,34.429,27.053,7.9187,18.62,26.04,40.376,27.17863611,92.514,44.62,1.72,31.595,2168.3,206.4,36.035,869.6,2291.2
-39.512,-172.42,1096.9,1086,5.186,5.0925,34.401,27.189,7.897,32.13,29.54,40.605,27.34568044,114.66,44.878,1.95,31.763,2190.8,193.4,36.234,947.66,2302.5
-39.512,-172.42,1345.2,1331,3.931,3.8266,34.448,27.365,7.863,54.42,32.63,40.874,27.54219575,139.81,45.176,2.18,31.971,2223.8,177.6,36.473,1059.4,2321.9
-39.512,-172.42,1598.2,1580,3.109,2.9917,34.537,27.516,7.8418,80.08,34.41,41.089,27.72413307,160.62,45.41,2.31,32.144,2259.2,163.1,36.667,1133.2,2350.9
-39.512,-172.42,1797.7,1776,2.692,2.5628,34.588,27.595,7.8311,96.09,34.96,41.2,27.81766084,170.94,45.532,2.37,32.234,2278.1,156.1,36.768,1165.5,2367.6
-39.512,-172.42,2496.5,2463,2.072,1.8906,34.66,27.708,7.8075,114.84,35,41.366,27.95704137,176.18,45.714,2.39,32.365,2296.4,156.2,36.917,1187.1,2385.2
-39.512,-172.42,2997.7,2954,1.774,1.5511,34.724,27.785,7.8181,101.69,32.09,41.469,28.05215282,147.66,45.825,2.15,32.45,2263.5,187.4,37.011,1104.5,2360.4
-39.512,-172.42,3497.7,3443,1.361,1.0983,34.725,27.817,7.8157,109.73,31.75,41.539,28.12601958,139.33,45.907,2.14,32.496,2258.5,199.6,37.069,1074.6,2359.4
-39.512,-172.42,4000,3932,1.063,0.7562,34.714,27.832,7.802,118.87,32,41.583,28.17919252,136.63,45.959,2.18,32.52,2260.4,205.3,37.103,1070.2,2362.3
-39.512,-172.42,4499.8,4419,0.97,0.61136,34.706,27.834,7.7775,122.95,32.21,41.597,28.20036124,136.03,45.978,2.17,32.527,2262.5,207.2,37.114,1083.8,2362.6
-39.512,-172.42,4840.8,4750,0.978,0.58002,34.706,27.836,7.7672,124.79,32.36,41.602,28.20625514,136.41,45.983,2.18,32.529,2262.1,207.1,37.118,1075,2363.5
-39.086,-172.12,4.9,5,19.101,19.1,35.008,25.003,8.0627,1.04,0,37.581,25.01314232,-6.1546,41.593,0.11,29.288,2039.8,235.4,33.48,395.06,2299.2
-38.42,-171.65,4.3,4,19.269,19.268,34.915,24.888,8.0634,1.14,0,37.46,24.89683378,-4.2161,41.47,0.12,29.172,2039.7,232.9,33.362,392.08,2300.3
-38.42,-171.65,21.5,21,19.271,19.267,34.914,24.888,8.0627,1.15,0,37.461,24.89612754,-5.411,41.471,0.12,29.172,2040,234.1,33.362,392.17,2300.6
-38.42,-171.65,66.1,66,13.749,13.74,34.934,26.192,8.1346,1.15,0.01,39.043,26.23580747,-9.0055,43.14,0.16,30.571,2046.3,263.2,34.854,404.65,2301
-38.42,-171.65,129.7,129,12.55,12.533,35.032,26.511,8.0594,1.8,6.32,39.429,26.56980627,16.524,43.546,0.51,30.914,2094,243.8,35.219,517.46,2304.1
-38.42,-171.65,179.8,178,11.81,11.787,34.967,26.605,8.0337,2.61,8.97,39.567,26.66981235,27.988,43.698,0.66,31.023,2108.1,236.5,35.343,567.27,2301.5
-38.42,-171.65,273.3,271,10.248,10.216,34.768,26.734,7.9869,4.6,14.74,39.796,26.81247962,53.895,43.958,1.01,31.186,2128.1,219.9,35.539,672.45,2291.2
-38.42,-171.65,322.1,319,9.564,9.5276,34.678,26.78,7.9766,4.6,15.93,39.887,26.86503126,49.869,44.063,1.07,31.248,2130.2,228.2,35.616,704.01,2284.9
-38.42,-171.65,364,361,9.183,9.1428,34.649,26.82,7.9756,5.69,17.51,39.952,26.9096345,58.569,44.136,1.17,31.297,2135.4,221.9,35.673,714.61,2288.1
-38.42,-171.65,396.4,393,8.722,8.6795,34.579,26.839,7.9669,5.48,18.15,40.002,26.93333276,55.58,44.196,1.2,31.326,2135.7,227.9,35.713,739.52,2282.1
-38.42,-171.65,547.3,542,7.716,7.6609,34.467,26.906,7.9549,7.65,21.09,40.139,27.01180757,60.719,44.355,1.41,31.417,2142.2,229.5,35.827,780.31,2279.9
-38.42,-171.65,805.4,798,6.652,6.576,34.435,27.031,7.9238,15.43,25.12,40.34,27.15238781,86.732,44.579,1.65,31.568,2160.5,210.8,36.004,857.7,2284.7
-38.42,-171.65,1030,1020,5.197,5.1096,34.382,27.172,7.8899,29.59,29.43,40.587,27.32880489,110.98,44.86,1.96,31.746,2187.7,197,36.217,966.77,2295.8
-38.42,-171.65,1229.7,1217,4.174,4.0773,34.437,27.33,7.8557,49.64,31.77,40.821,27.50155373,134.82,45.117,2.15,31.929,2219.9,180.7,36.426,1076.5,2315
-38.42,-171.65,1430.4,1415,3.379,3.273,34.493,27.455,7.8386,68.21,33.48,41.006,27.65248223,153,45.321,2.28,32.075,2245.2,168.6,36.592,1140.6,2334.3
-38.42,-171.65,1614.8,1596,2.938,2.8213,34.557,27.547,7.8296,85.79,34,41.133,27.76125353,164.63,45.458,2.34,32.179,2267.4,160.4,36.707,1172.9,2354.7
-38.42,-171.65,1797.6,1776,2.619,2.4908,34.585,27.599,7.8207,96.31,34.85,41.21,27.82440487,172.83,45.543,2.38,32.239,2280.1,154.8,36.776,1195.9,2365.8
-38.42,-171.65,2065.9,2040,2.4,2.2518,34.616,27.644,7.8098,107.68,35.37,41.273,27.87761709,179,45.613,2.42,32.291,2292,150.5,36.834,1211,2377.1
-38.42,-171.65,2335.5,2305,2.241,2.0713,34.634,27.673,7.8003,114.53,35.45,41.316,27.91410393,181.04,45.66,2.45,32.324,2299.8,149.9,36.872,1217.8,2384.9
-38.42,-171.65,2831,2791,1.945,1.7348,34.67,27.728,7.7954,118.22,34.71,41.398,27.98577399,176.26,45.75,2.38,32.389,2299.8,157.4,36.945,1189.9,2388.6
-38.42,-171.65,3331.4,3280,1.675,1.4214,34.724,27.794,7.8069,103.55,31.68,41.489,28.0721304,145.87,45.849,2.16,32.464,2261.1,190.3,37.028,1101.2,2358.3
-38.42,-171.65,3830.6,3768,1.279,0.98408,34.721,27.822,7.8041,113,31.4,41.553,28.14303347,137.93,45.924,2.15,32.504,2258.6,202,37.081,1073,2359.8
-38.42,-171.65,4411.3,4333,1.007,0.6571,34.709,27.833,7.7741,120.79,32.05,41.593,28.19410855,136.32,45.972,2.18,32.525,2262.7,206.5,37.111,1099,2360.6
-38.42,-171.65,5019.2,4924,0.997,0.57733,34.706,27.836,7.763,123.47,32.02,41.602,28.20690355,135.73,45.984,2.18,32.529,2262,207.8,37.118,1067.5,2364.5
-37.298,-170.88,1.7,2,20.119,20.119,34.744,24.536,8.0312,0.89,0,37.073,24.53801374,-4.0613,41.072,0.15,28.808,2039.4,229.5,32.986,411.75,2287.6
-37.298,-170.88,33.3,33,20.225,20.219,34.746,24.512,8.0287,0.9,0,37.044,24.5120088,-3.7714,41.041,0.14,28.782,2039,228.8,32.958,411.43,2287.3
-37.298,-170.88,66.8,66,14.692,14.682,34.999,26.041,8.1028,1.2,0,38.84,26.08000242,-18.645,42.921,0.17,30.403,2058.4,268,34.668,424.58,2304.8
-37.298,-170.88,162.4,161,12.323,12.302,35.07,26.586,8.0421,2.6,8.08,39.516,26.64835971,24.994,43.638,0.61,30.993,2105.3,236.5,35.302,545.36,2306.7
-37.298,-170.88,213.6,212,11.491,11.464,34.952,26.654,7.9986,3.86,12.06,39.635,26.72212227,48.005,43.772,0.84,31.078,2121.6,218.3,35.404,626.25,2297.8
-37.298,-170.88,248.1,246,10.816,10.786,34.842,26.691,7.9896,4.1,13.34,39.716,26.76504737,51.648,43.867,0.92,31.131,2125,218.7,35.471,654.92,2292.8
-37.298,-170.88,323.3,321,9.513,9.4765,34.664,26.778,7.9783,4.56,15.8,39.888,26.86282167,52.006,44.065,1.08,31.246,2131.7,226.4,35.615,703.02,2286.8
-37.298,-170.88,534.6,530,7.54,7.487,34.438,26.908,7.9566,6.69,20.89,40.154,27.0162006,55.52,44.373,1.4,31.423,2141.2,235.9,35.838,782.77,2278.1
-37.298,-170.88,650.8,645,7.007,6.9446,34.39,26.946,7.961,8.13,22.28,40.23,27.06173383,57.632,44.461,1.49,31.474,2142.5,237.5,35.901,782.25,2279.6
-37.298,-170.88,750.7,744,6.679,6.6084,34.37,26.976,7.9452,9.98,23.52,40.283,27.09658751,64.153,44.522,1.56,31.512,2148.9,233.3,35.947,815.67,2279.7
-37.298,-170.88,970.1,961,5.538,5.4537,34.347,27.104,7.9082,21.35,28.14,40.495,27.25217372,96.679,44.76,1.87,31.669,2172.8,208.9,36.132,915.56,2287.7
-37.298,-170.88,1165.5,1154,4.392,4.2992,34.356,27.243,7.8679,35.87,31.29,40.719,27.41560807,119.04,45.01,2.1,31.837,2199.8,195,36.328,1036.7,2298.3
-37.298,-170.88,1365.7,1351,3.562,3.4597,34.425,27.383,7.8454,54.07,33.23,40.921,27.57281737,141.21,45.232,2.26,31.998,2226.7,179.1,36.511,1114,2317.3
-37.298,-170.88,1565.7,1548,3.043,2.9293,34.522,27.51,7.8258,76.9,34.54,41.088,27.72065528,160.05,45.411,2.35,32.139,2257.3,164.2,36.665,1178.1,2342.8
-37.298,-170.88,1766.2,1746,2.724,2.5972,34.564,27.573,7.8282,92.23,34.99,41.176,27.79507022,170.32,45.507,2.4,32.211,2275.2,156.5,36.745,1173.4,2363.3
-37.298,-170.88,1982.6,1959,2.461,2.3191,34.608,27.631,7.8189,104.74,35.31,41.256,27.8630221,177.47,45.593,2.44,32.276,2289.3,151.5,36.817,1192.5,2376.5
-37.298,-170.88,2299.5,2270,2.249,2.0825,34.633,27.671,7.8052,114.16,35.54,41.314,27.91179274,181.55,45.657,2.46,32.323,2300,149.3,36.87,1208.5,2386.3
-37.298,-170.88,2602.3,2567,2.08,1.8887,34.651,27.701,7.7937,120.65,35.87,41.359,27.95074753,182.51,45.707,2.47,32.358,2306.3,149.9,36.91,1216.4,2392.3
-37.298,-170.88,3165.6,3119,1.792,1.5523,34.703,27.768,7.8035,111.28,33.52,41.452,28.0364884,160.81,45.809,2.29,32.434,2280.2,174.3,36.994,1131.2,2375.1
-37.298,-170.88,3664.7,3606,1.448,1.1659,34.722,27.811,7.7987,106.19,31.99,41.527,28.11242198,147.46,45.893,2.19,32.487,2264.5,190.9,37.059,1098.3,2362.5
-37.298,-170.88,4165.9,4095,1.14,0.81311,34.715,27.829,7.7896,116.86,31.86,41.575,28.16944665,138.24,45.95,2.19,32.515,2258.5,203.2,37.097,1079.6,2358.8
-37.298,-170.88,4665.3,4581,1.028,0.64871,34.707,27.833,7.7856,121.71,32.28,41.593,28.19417165,136.6,45.972,2.21,32.524,2262.5,206.3,37.11,1048.1,2368
-37.298,-170.88,5221.1,5120,1.026,0.581,34.704,27.834,7.7399,124.07,32.33,41.6,28.20488355,136.51,45.982,2.2,32.528,2263.7,207,37.116,1101.4,2361.4
-36.866,-170.6,2.7,3,20.172,20.172,34.718,24.503,8.0331,0.86,0,37.037,24.50385395,-3.3369,41.035,0.15,28.773,2038.8,228.6,32.951,408.92,2288.3
-36.444,-170.28,2.6,3,20.653,20.653,34.776,24.418,8.0289,0.83,0,36.93,24.4183972,-2.5581,40.922,0.15,28.682,2039.1,225.8,32.851,405.73,2290.8
-36.444,-170.28,22.2,22,20.653,20.649,34.774,24.418,8.0237,0.84,0.01,36.93,24.417528,-2.141,40.922,0.14,28.681,2041.3,225.4,32.851,410.72,2290.6
-36.444,-170.28,78.4,78,13.268,13.257,34.856,26.23,8.0958,1.06,1.13,39.11,26.27654222,-10.879,43.216,0.26,30.62,2068.3,267.7,34.912,457.89,2298.9
-36.444,-170.28,144,143,10.755,10.738,34.73,26.613,8.0153,2.44,11.18,39.643,26.68231987,39.74,43.795,0.82,31.054,2115.5,231.1,35.397,620.79,2291.4
-36.444,-170.28,196.9,195,9.755,9.7326,34.657,26.73,7.9916,3.49,14.37,39.824,26.81056071,47.279,43.996,1,31.193,2127.7,229.6,35.557,681.75,2287.7
-36.444,-170.28,247.6,246,9.305,9.2776,34.638,26.79,7.9822,4.57,16.36,39.913,26.87665621,51.767,44.094,1.1,31.263,2131.7,227.9,35.637,706.59,2285.8
-36.444,-170.28,297.2,295,8.837,8.805,34.588,26.827,7.9822,5.3,17.82,39.981,26.91864616,55.679,44.173,1.2,31.311,2134.9,227,35.695,716.61,2286.8
-36.444,-170.28,397.3,394,8.145,8.1041,34.51,26.874,7.9674,6.42,19.98,40.076,26.97413693,58.864,44.282,1.33,31.374,2139.7,228.4,35.774,755.65,2282.7
-36.444,-170.28,522.8,518,7.547,7.4952,34.454,26.919,7.9674,8.14,21.93,40.164,27.02715012,63.033,44.383,1.45,31.434,2144,228.3,35.848,765.13,2285.3
-36.444,-170.28,597.3,592,7.268,7.2097,34.433,26.943,7.9549,9.26,22.65,40.208,27.05458452,65.964,44.433,1.51,31.465,2146.9,227.3,35.886,791.19,2282.8
